Row_ID,Country,Currency,Brand,Brand_Type,Category,Segment,Season,Original_Price,Discount_Percent,Discounted_Price,Stock_Status,Online_Available,In_Store_Available,Data_Source,Collection_Date,Original_Price_USD,Discounted_Price_USD
1031,France,EUR,Gap,Competitor,Jeans,Bottoms,Fall/Winter 2024,154.26,25,115.69,In Stock,No,No,Mystery Shopping,2025-03-15,166.6,124.95
1032,France,EUR,Gap,Competitor,Jeans,Bottoms,Spring/Summer 2025,83.92,10,75.53,In Stock,Yes,No,Mystery Shopping,2024-10-05,90.63,81.57
1033,France,EUR,Gap,Competitor,Activewear,Activewear,Spring/Summer 2024,86.1,0,86.1,Out Of Stock,Yes,Yes,Website Scrape,2025-01-20,92.99,92.99
1034,France,EUR,Gap,Competitor,Activewear,Activewear,Fall/Winter 2024,69.49,0,69.49,In Stock,Yes,No,Partner Data,2024-07-22,75.05,75.05
1035,France,EUR,Gap,Competitor,Activewear,Activewear,Spring/Summer 2025,44.1,20,35.28,Out Of Stock,Yes,No,Website Scrape,2024-07-22,47.63,38.1
1036,France,EUR,Gap,Competitor,Jackets,Outerwear,Spring/Summer 2024,132.93,0,132.93,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,143.56,143.56
1037,France,EUR,Gap,Competitor,Jackets,Outerwear,Fall/Winter 2024,276.81,5,262.97,Out Of Stock,Yes,Yes,Mystery Shopping,2024-07-22,298.95,284.01
1038,France,EUR,Gap,Competitor,Jackets,Outerwear,Spring/Summer 2025,264.9,0,264.9,Low Stock,Yes,Yes,Mystery Shopping,2025-01-20,286.09,286.09
1039,France,EUR,Gap,Competitor,Sneakers,Footwear,Spring/Summer 2024,180.83,15,153.71,Low Stock,Yes,Yes,Partner Data,2024-10-05,195.3,166.01
1040,France,EUR,Gap,Competitor,Sneakers,Footwear,Fall/Winter 2024,220.63,0,220.63,Low Stock,Yes,Yes,Website Scrape,2024-10-05,238.28,238.28
1041,France,EUR,Gap,Competitor,Sneakers,Footwear,Spring/Summer 2025,63.36,20,50.69,Out Of Stock,No,Yes,Partner Data,2024-10-05,68.43,54.75
1042,France,EUR,Gap,Competitor,Handbags,Bags,Spring/Summer 2024,386.32,25,289.74,Low Stock,Yes,Yes,Partner Data,2024-04-10,417.23,312.92
1043,France,EUR,Gap,Competitor,Handbags,Bags,Fall/Winter 2024,296.15,30,207.3,Out Of Stock,Yes,No,Website Scrape,2024-10-05,319.84,223.88
1044,France,EUR,Gap,Competitor,Handbags,Bags,Spring/Summer 2025,299.29,30,209.5,In Stock,Yes,No,Mystery Shopping,2024-01-15,323.23,226.26
1045,France,EUR,Gap,Competitor,Accessories,Accessories,Spring/Summer 2024,16.65,0,16.65,Out Of Stock,Yes,Yes,Mystery Shopping,2024-07-22,17.98,17.98
1046,France,EUR,Gap,Competitor,Accessories,Accessories,Fall/Winter 2024,69.68,25,52.26,In Stock,Yes,Yes,Partner Data,2024-10-05,75.25,56.44
1047,France,EUR,Gap,Competitor,Accessories,Accessories,Spring/Summer 2025,12.48,10,11.23,In Stock,Yes,No,Mystery Shopping,2024-01-15,13.48,12.13
1048,France,EUR,Gap,Competitor,Swimwear,Swimwear,Spring/Summer 2024,26.28,0,26.28,Low Stock,No,No,Mystery Shopping,2025-01-20,28.38,28.38
1049,France,EUR,Gap,Competitor,Swimwear,Swimwear,Fall/Winter 2024,49.5,20,39.6,Low Stock,Yes,Yes,Partner Data,2025-03-15,53.46,42.77
1050,France,EUR,Gap,Competitor,Swimwear,Swimwear,Spring/Summer 2025,50.68,25,38.01,In Stock,Yes,Yes,Partner Data,2025-03-15,54.73,41.05
1051,France,EUR,Massimo Dutti,Competitor,T-Shirts,Tops,Spring/Summer 2024,57.2,20,45.76,In Stock,Yes,No,Mystery Shopping,2025-03-15,61.78,49.42
1052,France,EUR,Massimo Dutti,Competitor,T-Shirts,Tops,Fall/Winter 2024,35.4,0,35.4,In Stock,Yes,No,Partner Data,2024-01-15,38.23,38.23
1053,France,EUR,Massimo Dutti,Competitor,T-Shirts,Tops,Spring/Summer 2025,56.63,30,39.64,Out Of Stock,Yes,No,Partner Data,2024-04-10,61.16,42.81
1054,France,EUR,Massimo Dutti,Competitor,Formal Shirts,Tops,Spring/Summer 2024,161.34,0,161.34,In Stock,Yes,Yes,Mystery Shopping,2024-04-10,174.25,174.25
1055,France,EUR,Massimo Dutti,Competitor,Formal Shirts,Tops,Fall/Winter 2024,81.48,25,61.11,In Stock,Yes,Yes,Partner Data,2024-01-15,88.0,66.0
1056,France,EUR,Massimo Dutti,Competitor,Formal Shirts,Tops,Spring/Summer 2025,124.72,15,106.01,Low Stock,Yes,Yes,Website Scrape,2025-01-20,134.7,114.49
1057,France,EUR,Massimo Dutti,Competitor,Dresses,Dresses,Spring/Summer 2024,135.32,0,135.32,In Stock,Yes,Yes,Website Scrape,2024-04-10,146.15,146.15
1058,France,EUR,Massimo Dutti,Competitor,Dresses,Dresses,Fall/Winter 2024,115.87,10,104.28,Low Stock,Yes,Yes,Partner Data,2024-07-22,125.14,112.62
1059,France,EUR,Massimo Dutti,Competitor,Dresses,Dresses,Spring/Summer 2025,101.55,10,91.39,Low Stock,Yes,Yes,Website Scrape,2024-10-05,109.67,98.7
1060,France,EUR,Massimo Dutti,Competitor,Jeans,Bottoms,Spring/Summer 2024,216.32,0,216.32,In Stock,Yes,Yes,Partner Data,2025-01-20,233.63,233.63
1061,France,EUR,Massimo Dutti,Competitor,Jeans,Bottoms,Fall/Winter 2024,98.29,30,68.8,Low Stock,Yes,Yes,Website Scrape,2024-07-22,106.15,74.3
1062,France,EUR,Massimo Dutti,Competitor,Jeans,Bottoms,Spring/Summer 2025,139.85,25,104.89,In Stock,No,No,Website Scrape,2024-01-15,151.04,113.28
1063,France,EUR,Massimo Dutti,Competitor,Activewear,Activewear,Spring/Summer 2024,71.09,0,71.09,In Stock,Yes,Yes,Partner Data,2024-10-05,76.78,76.78
1064,France,EUR,Massimo Dutti,Competitor,Activewear,Activewear,Fall/Winter 2024,93.63,30,65.54,In Stock,Yes,Yes,Partner Data,2024-04-10,101.12,70.78
1065,France,EUR,Massimo Dutti,Competitor,Activewear,Activewear,Spring/Summer 2025,133.89,20,107.11,Out Of Stock,No,Yes,Website Scrape,2024-10-05,144.6,115.68
1066,France,EUR,Massimo Dutti,Competitor,Jackets,Outerwear,Spring/Summer 2024,525.86,0,525.86,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,567.93,567.93
1067,France,EUR,Massimo Dutti,Competitor,Jackets,Outerwear,Fall/Winter 2024,198.71,15,168.9,In Stock,Yes,Yes,Website Scrape,2025-03-15,214.61,182.41
1068,France,EUR,Massimo Dutti,Competitor,Jackets,Outerwear,Spring/Summer 2025,310.59,0,310.59,Low Stock,Yes,Yes,Partner Data,2025-01-20,335.44,335.44
1069,France,EUR,Massimo Dutti,Competitor,Sneakers,Footwear,Spring/Summer 2024,417.85,5,396.96,Out Of Stock,Yes,No,Mystery Shopping,2025-03-15,451.28,428.72
1070,France,EUR,Massimo Dutti,Competitor,Sneakers,Footwear,Fall/Winter 2024,158.87,25,119.15,In Stock,Yes,No,Mystery Shopping,2024-07-22,171.58,128.68
1071,France,EUR,Massimo Dutti,Competitor,Sneakers,Footwear,Spring/Summer 2025,144.24,15,122.6,In Stock,Yes,No,Website Scrape,2025-01-20,155.78,132.41
1072,France,EUR,Massimo Dutti,Competitor,Handbags,Bags,Spring/Summer 2024,458.03,0,458.03,Low Stock,No,Yes,Partner Data,2024-01-15,494.67,494.67
1073,France,EUR,Massimo Dutti,Competitor,Handbags,Bags,Fall/Winter 2024,667.25,0,667.25,Out Of Stock,Yes,No,Mystery Shopping,2025-03-15,720.63,720.63
1074,France,EUR,Massimo Dutti,Competitor,Handbags,Bags,Spring/Summer 2025,202.82,20,162.26,Out Of Stock,Yes,Yes,Website Scrape,2025-03-15,219.05,175.24
1075,France,EUR,Massimo Dutti,Competitor,Accessories,Accessories,Spring/Summer 2024,101.97,15,86.67,In Stock,No,Yes,Website Scrape,2025-03-15,110.13,93.6
1076,France,EUR,Massimo Dutti,Competitor,Accessories,Accessories,Fall/Winter 2024,14.96,15,12.72,In Stock,Yes,No,Partner Data,2024-07-22,16.16,13.74
1077,France,EUR,Massimo Dutti,Competitor,Accessories,Accessories,Spring/Summer 2025,86.96,25,65.22,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,93.92,70.44
1078,France,EUR,Massimo Dutti,Competitor,Swimwear,Swimwear,Spring/Summer 2024,99.86,5,94.87,Low Stock,Yes,Yes,Partner Data,2025-01-20,107.85,102.46
1079,France,EUR,Massimo Dutti,Competitor,Swimwear,Swimwear,Fall/Winter 2024,80.37,0,80.37,In Stock,Yes,No,Website Scrape,2024-04-10,86.8,86.8
1080,France,EUR,Massimo Dutti,Competitor,Swimwear,Swimwear,Spring/Summer 2025,55.15,5,52.39,Out Of Stock,Yes,Yes,Partner Data,2024-01-15,59.56,56.58
1081,France,EUR,Pull&Bear,Competitor,T-Shirts,Tops,Spring/Summer 2024,42.34,30,29.64,Out Of Stock,Yes,No,Partner Data,2024-10-05,45.73,32.01
1082,France,EUR,Pull&Bear,Competitor,T-Shirts,Tops,Fall/Winter 2024,10.43,0,10.43,In Stock,No,Yes,Mystery Shopping,2024-01-15,11.26,11.26
1083,France,EUR,Pull&Bear,Competitor,T-Shirts,Tops,Spring/Summer 2025,31.66,15,26.91,Out Of Stock,Yes,No,Website Scrape,2024-01-15,34.19,29.06
1084,France,EUR,Pull&Bear,Competitor,Formal Shirts,Tops,Spring/Summer 2024,43.78,25,32.84,In Stock,Yes,Yes,Website Scrape,2024-07-22,47.28,35.47
1085,France,EUR,Pull&Bear,Competitor,Formal Shirts,Tops,Fall/Winter 2024,27.94,0,27.94,In Stock,No,Yes,Website Scrape,2024-04-10,30.18,30.18
1086,France,EUR,Pull&Bear,Competitor,Formal Shirts,Tops,Spring/Summer 2025,33.99,0,33.99,In Stock,No,Yes,Website Scrape,2025-01-20,36.71,36.71
1087,France,EUR,Pull&Bear,Competitor,Dresses,Dresses,Spring/Summer 2024,150.02,10,135.02,In Stock,Yes,Yes,Website Scrape,2024-07-22,162.02,145.82
1088,France,EUR,Pull&Bear,Competitor,Dresses,Dresses,Fall/Winter 2024,153.85,30,107.69,In Stock,Yes,No,Partner Data,2024-10-05,166.16,116.31
1089,France,EUR,Pull&Bear,Competitor,Dresses,Dresses,Spring/Summer 2025,140.55,0,140.55,In Stock,Yes,Yes,Mystery Shopping,2024-07-22,151.79,151.79
1090,France,EUR,Pull&Bear,Competitor,Jeans,Bottoms,Spring/Summer 2024,116.88,0,116.88,In Stock,No,Yes,Mystery Shopping,2025-01-20,126.23,126.23
1091,France,EUR,Pull&Bear,Competitor,Jeans,Bottoms,Fall/Winter 2024,85.07,0,85.07,Out Of Stock,Yes,Yes,Mystery Shopping,2024-10-05,91.88,91.88
1092,France,EUR,Pull&Bear,Competitor,Jeans,Bottoms,Spring/Summer 2025,38.15,5,36.24,Out Of Stock,Yes,Yes,Mystery Shopping,2024-10-05,41.2,39.14
1093,France,EUR,Pull&Bear,Competitor,Activewear,Activewear,Spring/Summer 2024,72.69,0,72.69,In Stock,Yes,Yes,Partner Data,2024-07-22,78.51,78.51
1094,France,EUR,Pull&Bear,Competitor,Activewear,Activewear,Fall/Winter 2024,54.1,0,54.1,Out Of Stock,Yes,No,Website Scrape,2025-01-20,58.43,58.43
1095,France,EUR,Pull&Bear,Competitor,Activewear,Activewear,Spring/Summer 2025,25.77,15,21.9,Low Stock,No,No,Partner Data,2024-10-05,27.83,23.65
1096,France,EUR,Pull&Bear,Competitor,Jackets,Outerwear,Spring/Summer 2024,82.72,0,82.72,In Stock,Yes,Yes,Partner Data,2024-10-05,89.34,89.34
1097,France,EUR,Pull&Bear,Competitor,Jackets,Outerwear,Fall/Winter 2024,165.8,15,140.93,In Stock,Yes,Yes,Mystery Shopping,2024-07-22,179.06,152.2
1098,France,EUR,Pull&Bear,Competitor,Jackets,Outerwear,Spring/Summer 2025,180.82,0,180.82,Out Of Stock,Yes,Yes,Website Scrape,2025-01-20,195.29,195.29
1099,France,EUR,Pull&Bear,Competitor,Sneakers,Footwear,Spring/Summer 2024,178.54,0,178.54,Low Stock,Yes,Yes,Website Scrape,2025-03-15,192.82,192.82
1100,France,EUR,Pull&Bear,Competitor,Sneakers,Footwear,Fall/Winter 2024,198.55,15,168.77,In Stock,No,No,Partner Data,2024-10-05,214.43,182.27
1101,France,EUR,Pull&Bear,Competitor,Sneakers,Footwear,Spring/Summer 2025,136.92,15,116.38,Out Of Stock,Yes,Yes,Mystery Shopping,2024-04-10,147.87,125.69
1102,France,EUR,Pull&Bear,Competitor,Handbags,Bags,Spring/Summer 2024,97.22,0,97.22,Low Stock,Yes,Yes,Partner Data,2024-04-10,105.0,105.0
1103,France,EUR,Pull&Bear,Competitor,Handbags,Bags,Fall/Winter 2024,305.79,5,290.5,In Stock,No,No,Mystery Shopping,2025-03-15,330.25,313.74
1104,France,EUR,Pull&Bear,Competitor,Handbags,Bags,Spring/Summer 2025,189.98,0,189.98,In Stock,Yes,Yes,Mystery Shopping,2024-01-15,205.18,205.18
1105,France,EUR,Pull&Bear,Competitor,Accessories,Accessories,Spring/Summer 2024,32.79,25,24.59,In Stock,Yes,Yes,Website Scrape,2024-04-10,35.41,26.56
1106,France,EUR,Pull&Bear,Competitor,Accessories,Accessories,Fall/Winter 2024,16.07,10,14.46,In Stock,Yes,No,Website Scrape,2024-04-10,17.36,15.62
1107,France,EUR,Pull&Bear,Competitor,Accessories,Accessories,Spring/Summer 2025,15.98,10,14.38,In Stock,Yes,No,Website Scrape,2024-10-05,17.26,15.53
1108,France,EUR,Pull&Bear,Competitor,Swimwear,Swimwear,Spring/Summer 2024,52.36,15,44.51,In Stock,Yes,Yes,Website Scrape,2024-07-22,56.55,48.07
1109,France,EUR,Pull&Bear,Competitor,Swimwear,Swimwear,Fall/Winter 2024,59.99,30,41.99,Out Of Stock,No,No,Website Scrape,2024-01-15,64.79,45.35
1110,France,EUR,Pull&Bear,Competitor,Swimwear,Swimwear,Spring/Summer 2025,22.91,5,21.76,In Stock,No,No,Mystery Shopping,2024-07-22,24.74,23.5
1111,France,EUR,Cos,Competitor,T-Shirts,Tops,Spring/Summer 2024,52.52,5,49.89,In Stock,Yes,No,Mystery Shopping,2024-04-10,56.72,53.88
1112,France,EUR,Cos,Competitor,T-Shirts,Tops,Fall/Winter 2024,33.93,10,30.54,In Stock,No,Yes,Partner Data,2024-01-15,36.64,32.98
1113,France,EUR,Cos,Competitor,T-Shirts,Tops,Spring/Summer 2025,61.83,0,61.83,In Stock,No,No,Partner Data,2024-07-22,66.78,66.78
1114,France,EUR,Cos,Competitor,Formal Shirts,Tops,Spring/Summer 2024,106.89,15,90.86,In Stock,No,No,Mystery Shopping,2024-10-05,115.44,98.13
1115,France,EUR,Cos,Competitor,Formal Shirts,Tops,Fall/Winter 2024,73.53,0,73.53,In Stock,Yes,Yes,Mystery Shopping,2024-04-10,79.41,79.41
1116,France,EUR,Cos,Competitor,Formal Shirts,Tops,Spring/Summer 2025,90.75,20,72.6,Out Of Stock,Yes,Yes,Mystery Shopping,2025-01-20,98.01,78.41
1117,France,EUR,Cos,Competitor,Dresses,Dresses,Spring/Summer 2024,65.15,10,58.64,Low Stock,Yes,Yes,Partner Data,2024-01-15,70.36,63.33
1118,France,EUR,Cos,Competitor,Dresses,Dresses,Fall/Winter 2024,163.19,20,130.55,Low Stock,No,Yes,Mystery Shopping,2024-07-22,176.25,140.99
1119,France,EUR,Cos,Competitor,Dresses,Dresses,Spring/Summer 2025,243.8,20,195.04,In Stock,Yes,Yes,Website Scrape,2024-07-22,263.3,210.64
1120,France,EUR,Cos,Competitor,Jeans,Bottoms,Spring/Summer 2024,153.46,0,153.46,In Stock,Yes,Yes,Website Scrape,2024-01-15,165.74,165.74
1121,France,EUR,Cos,Competitor,Jeans,Bottoms,Fall/Winter 2024,66.65,30,46.66,In Stock,Yes,Yes,Partner Data,2024-07-22,71.98,50.39
1122,France,EUR,Cos,Competitor,Jeans,Bottoms,Spring/Summer 2025,91.76,10,82.58,In Stock,Yes,No,Partner Data,2025-01-20,99.1,89.19
1123,France,EUR,Cos,Competitor,Activewear,Activewear,Spring/Summer 2024,126.8,10,114.12,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,136.94,123.25
1124,France,EUR,Cos,Competitor,Activewear,Activewear,Fall/Winter 2024,110.17,30,77.12,In Stock,No,Yes,Website Scrape,2025-03-15,118.98,83.29
1125,France,EUR,Cos,Competitor,Activewear,Activewear,Spring/Summer 2025,114.55,30,80.18,Out Of Stock,No,No,Mystery Shopping,2024-07-22,123.71,86.59
1126,France,EUR,Cos,Competitor,Jackets,Outerwear,Spring/Summer 2024,385.82,5,366.53,Low Stock,No,Yes,Mystery Shopping,2024-10-05,416.69,395.85
1127,France,EUR,Cos,Competitor,Jackets,Outerwear,Fall/Winter 2024,398.3,0,398.3,Out Of Stock,Yes,Yes,Partner Data,2024-01-15,430.16,430.16
1128,France,EUR,Cos,Competitor,Jackets,Outerwear,Spring/Summer 2025,278.93,15,237.09,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,301.24,256.06
1129,France,EUR,Cos,Competitor,Sneakers,Footwear,Spring/Summer 2024,291.86,30,204.3,In Stock,Yes,No,Website Scrape,2025-01-20,315.21,220.64
1130,France,EUR,Cos,Competitor,Sneakers,Footwear,Fall/Winter 2024,306.58,0,306.58,In Stock,No,Yes,Website Scrape,2024-10-05,331.11,331.11
1131,France,EUR,Cos,Competitor,Sneakers,Footwear,Spring/Summer 2025,77.84,25,58.38,In Stock,Yes,No,Mystery Shopping,2025-03-15,84.07,63.05
1132,France,EUR,Cos,Competitor,Handbags,Bags,Spring/Summer 2024,624.63,0,624.63,Out Of Stock,Yes,Yes,Partner Data,2025-01-20,674.6,674.6
1133,France,EUR,Cos,Competitor,Handbags,Bags,Fall/Winter 2024,386.43,0,386.43,Low Stock,Yes,Yes,Website Scrape,2024-07-22,417.34,417.34
1134,France,EUR,Cos,Competitor,Handbags,Bags,Spring/Summer 2025,483.36,0,483.36,In Stock,Yes,Yes,Mystery Shopping,2024-10-05,522.03,522.03
1135,France,EUR,Cos,Competitor,Accessories,Accessories,Spring/Summer 2024,46.82,0,46.82,Out Of Stock,No,Yes,Partner Data,2024-01-15,50.57,50.57
1136,France,EUR,Cos,Competitor,Accessories,Accessories,Fall/Winter 2024,46.25,5,43.94,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,49.95,47.46
1137,France,EUR,Cos,Competitor,Accessories,Accessories,Spring/Summer 2025,65.21,10,58.69,Out Of Stock,Yes,No,Partner Data,2025-03-15,70.43,63.39
1138,France,EUR,Cos,Competitor,Swimwear,Swimwear,Spring/Summer 2024,65.71,0,65.71,Low Stock,Yes,Yes,Partner Data,2024-04-10,70.97,70.97
1139,France,EUR,Cos,Competitor,Swimwear,Swimwear,Fall/Winter 2024,77.16,25,57.87,Low Stock,No,No,Website Scrape,2025-03-15,83.33,62.5
1140,France,EUR,Cos,Competitor,Swimwear,Swimwear,Spring/Summer 2025,33.07,25,24.8,In Stock,Yes,Yes,Partner Data,2024-04-10,35.72,26.78
1141,France,EUR,Reserved,Competitor,T-Shirts,Tops,Spring/Summer 2024,25.95,20,20.76,Low Stock,No,No,Website Scrape,2025-03-15,28.03,22.42
1142,France,EUR,Reserved,Competitor,T-Shirts,Tops,Fall/Winter 2024,31.97,0,31.97,In Stock,Yes,Yes,Partner Data,2025-01-20,34.53,34.53
1143,France,EUR,Reserved,Competitor,T-Shirts,Tops,Spring/Summer 2025,23.33,5,22.16,Low Stock,No,No,Website Scrape,2024-07-22,25.2,23.93
1144,France,EUR,Reserved,Competitor,Formal Shirts,Tops,Spring/Summer 2024,29.96,15,25.47,Low Stock,No,Yes,Mystery Shopping,2024-04-10,32.36,27.51
1145,France,EUR,Reserved,Competitor,Formal Shirts,Tops,Fall/Winter 2024,71.96,0,71.96,Low Stock,No,Yes,Partner Data,2024-10-05,77.72,77.72
1146,France,EUR,Reserved,Competitor,Formal Shirts,Tops,Spring/Summer 2025,104.54,0,104.54,In Stock,Yes,No,Website Scrape,2024-07-22,112.9,112.9
1147,France,EUR,Reserved,Competitor,Dresses,Dresses,Spring/Summer 2024,142.08,25,106.56,In Stock,Yes,No,Partner Data,2024-04-10,153.45,115.08
1148,France,EUR,Reserved,Competitor,Dresses,Dresses,Fall/Winter 2024,149.07,25,111.8,In Stock,Yes,Yes,Website Scrape,2025-01-20,161.0,120.74
1149,France,EUR,Reserved,Competitor,Dresses,Dresses,Spring/Summer 2025,44.14,30,30.9,Low Stock,Yes,Yes,Partner Data,2024-01-15,47.67,33.37
1150,France,EUR,Reserved,Competitor,Jeans,Bottoms,Spring/Summer 2024,103.62,15,88.08,In Stock,Yes,No,Website Scrape,2025-03-15,111.91,95.13
1151,France,EUR,Reserved,Competitor,Jeans,Bottoms,Fall/Winter 2024,90.64,0,90.64,Out Of Stock,Yes,Yes,Partner Data,2024-07-22,97.89,97.89
1152,France,EUR,Reserved,Competitor,Jeans,Bottoms,Spring/Summer 2025,82.13,0,82.13,Low Stock,Yes,Yes,Mystery Shopping,2024-04-10,88.7,88.7
1153,France,EUR,Reserved,Competitor,Activewear,Activewear,Spring/Summer 2024,33.33,0,33.33,In Stock,Yes,Yes,Partner Data,2025-03-15,36.0,36.0
1154,France,EUR,Reserved,Competitor,Activewear,Activewear,Fall/Winter 2024,25.81,0,25.81,In Stock,Yes,Yes,Mystery Shopping,2025-01-20,27.87,27.87
1155,France,EUR,Reserved,Competitor,Activewear,Activewear,Spring/Summer 2025,27.57,30,19.3,In Stock,Yes,No,Mystery Shopping,2024-10-05,29.78,20.84
1156,France,EUR,Reserved,Competitor,Jackets,Outerwear,Spring/Summer 2024,78.16,15,66.44,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,84.41,71.76
1157,France,EUR,Reserved,Competitor,Jackets,Outerwear,Fall/Winter 2024,131.88,25,98.91,In Stock,Yes,No,Mystery Shopping,2025-03-15,142.43,106.82
1158,France,EUR,Reserved,Competitor,Jackets,Outerwear,Spring/Summer 2025,206.76,5,196.42,Low Stock,Yes,No,Mystery Shopping,2024-01-15,223.3,212.13
1159,France,EUR,Reserved,Competitor,Sneakers,Footwear,Spring/Summer 2024,186.9,0,186.9,In Stock,Yes,No,Mystery Shopping,2025-03-15,201.85,201.85
1160,France,EUR,Reserved,Competitor,Sneakers,Footwear,Fall/Winter 2024,181.55,0,181.55,In Stock,Yes,No,Partner Data,2024-07-22,196.07,196.07
1161,France,EUR,Reserved,Competitor,Sneakers,Footwear,Spring/Summer 2025,238.35,0,238.35,In Stock,Yes,No,Partner Data,2024-10-05,257.42,257.42
1162,France,EUR,Reserved,Competitor,Handbags,Bags,Spring/Summer 2024,225.09,5,213.84,Out Of Stock,Yes,Yes,Website Scrape,2025-01-20,243.1,230.95
1163,France,EUR,Reserved,Competitor,Handbags,Bags,Fall/Winter 2024,363.65,5,345.47,Low Stock,Yes,No,Website Scrape,2024-01-15,392.74,373.11
1164,France,EUR,Reserved,Competitor,Handbags,Bags,Spring/Summer 2025,120.61,5,114.58,In Stock,No,Yes,Partner Data,2024-01-15,130.26,123.75
1165,France,EUR,Reserved,Competitor,Accessories,Accessories,Spring/Summer 2024,21.71,25,16.28,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,23.45,17.58
1166,France,EUR,Reserved,Competitor,Accessories,Accessories,Fall/Winter 2024,49.43,20,39.54,In Stock,Yes,Yes,Partner Data,2024-07-22,53.38,42.7
1167,France,EUR,Reserved,Competitor,Accessories,Accessories,Spring/Summer 2025,26.26,0,26.26,In Stock,Yes,No,Mystery Shopping,2025-01-20,28.36,28.36
1168,France,EUR,Reserved,Competitor,Swimwear,Swimwear,Spring/Summer 2024,36.2,0,36.2,In Stock,No,Yes,Website Scrape,2024-01-15,39.1,39.1
1169,France,EUR,Reserved,Competitor,Swimwear,Swimwear,Fall/Winter 2024,54.3,5,51.58,In Stock,Yes,Yes,Partner Data,2025-01-20,58.64,55.71
1170,France,EUR,Reserved,Competitor,Swimwear,Swimwear,Spring/Summer 2025,71.83,5,68.24,Out Of Stock,Yes,Yes,Partner Data,2024-10-05,77.58,73.7
1171,France,EUR,Styleco,Own Brand,T-Shirts,Tops,Spring/Summer 2024,29.51,5,28.03,Low Stock,Yes,No,Website Scrape,2024-07-22,31.87,30.27
1172,France,EUR,Styleco,Own Brand,T-Shirts,Tops,Fall/Winter 2024,27.56,5,26.18,In Stock,No,Yes,Mystery Shopping,2024-10-05,29.76,28.27
1173,France,EUR,Styleco,Own Brand,T-Shirts,Tops,Spring/Summer 2025,31.75,20,25.4,Out Of Stock,No,Yes,Mystery Shopping,2024-01-15,34.29,27.43
1174,France,EUR,Styleco,Own Brand,Formal Shirts,Tops,Spring/Summer 2024,119.96,0,119.96,In Stock,Yes,No,Partner Data,2024-04-10,129.56,129.56
1175,France,EUR,Styleco,Own Brand,Formal Shirts,Tops,Fall/Winter 2024,60.36,25,45.27,In Stock,No,No,Partner Data,2024-10-05,65.19,48.89
1176,France,EUR,Styleco,Own Brand,Formal Shirts,Tops,Spring/Summer 2025,37.04,25,27.78,In Stock,Yes,Yes,Website Scrape,2024-01-15,40.0,30.0
1177,France,EUR,Styleco,Own Brand,Dresses,Dresses,Spring/Summer 2024,224.23,15,190.6,Low Stock,No,Yes,Mystery Shopping,2025-03-15,242.17,205.85
1178,France,EUR,Styleco,Own Brand,Dresses,Dresses,Fall/Winter 2024,114.54,0,114.54,Low Stock,Yes,Yes,Mystery Shopping,2025-01-20,123.7,123.7
1179,France,EUR,Styleco,Own Brand,Dresses,Dresses,Spring/Summer 2025,71.4,10,64.26,In Stock,No,No,Partner Data,2024-07-22,77.11,69.4
1180,France,EUR,Styleco,Own Brand,Jeans,Bottoms,Spring/Summer 2024,138.89,20,111.11,In Stock,Yes,Yes,Website Scrape,2024-07-22,150.0,120.0
1181,France,EUR,Styleco,Own Brand,Jeans,Bottoms,Fall/Winter 2024,129.95,0,129.95,In Stock,No,No,Website Scrape,2024-07-22,140.35,140.35
1182,France,EUR,Styleco,Own Brand,Jeans,Bottoms,Spring/Summer 2025,74.85,0,74.85,In Stock,Yes,Yes,Partner Data,2025-03-15,80.84,80.84
1183,France,EUR,Styleco,Own Brand,Activewear,Activewear,Spring/Summer 2024,110.41,0,110.41,Out Of Stock,Yes,Yes,Website Scrape,2024-10-05,119.24,119.24
1184,France,EUR,Styleco,Own Brand,Activewear,Activewear,Fall/Winter 2024,47.82,30,33.47,Low Stock,Yes,No,Mystery Shopping,2025-03-15,51.65,36.15
1185,France,EUR,Styleco,Own Brand,Activewear,Activewear,Spring/Summer 2025,102.89,15,87.46,In Stock,Yes,No,Website Scrape,2025-03-15,111.12,94.46
1186,France,EUR,Styleco,Own Brand,Jackets,Outerwear,Spring/Summer 2024,190.62,0,190.62,Low Stock,Yes,Yes,Website Scrape,2025-03-15,205.87,205.87
1187,France,EUR,Styleco,Own Brand,Jackets,Outerwear,Fall/Winter 2024,199.41,10,179.47,Low Stock,Yes,Yes,Mystery Shopping,2024-04-10,215.36,193.83
1188,France,EUR,Styleco,Own Brand,Jackets,Outerwear,Spring/Summer 2025,288.91,0,288.91,Out Of Stock,Yes,Yes,Partner Data,2024-04-10,312.02,312.02
1189,France,EUR,Styleco,Own Brand,Sneakers,Footwear,Spring/Summer 2024,91.71,0,91.71,In Stock,Yes,Yes,Mystery Shopping,2025-03-15,99.05,99.05
1190,France,EUR,Styleco,Own Brand,Sneakers,Footwear,Fall/Winter 2024,266.06,0,266.06,In Stock,Yes,Yes,Mystery Shopping,2024-01-15,287.34,287.34
